stemmed,label
udah hampir tahun pakai gojek payleaternya cuma naik sedikit pas ada update eh payleaternya malah turunin aneh kan,netral
mahal ada beda ribu dgn aplikasi gb padahal d gojek sdh diskon tapi ttp mahal,netral
ganguan jaring terus padahal buka aplikasi lain internetnya lancar,positif
good,netral
semenjak ada si dora makin kacauyang jemput antar jauh atau sering d cancel driver sering kali dapat driver banyak bilang pindah aplikasi belah saja bagi order sudah adil aplikasi rata rata bilang punya aplikasi dobellebih cepat jauh dapat driver kalau pakai aplikasi grab driver dekat bukan prioritas tapi jauh pesan gofood sering tukar gabung info driver nya kecewa,netral
banyak vouchernya,netral
app sudah bagus keren cuma titik lokasi harus perbaikiapp belah lebih akurat titik lokasi,positif
ok,netral
siip aplikasi transportasi paling guna mudah cepat,positif
kereeeeeennnnn,netral
mantap,positif
top,positif
good,netral
ok banget dahhhhhhhhhhh,netral
sangat muas,netral
oke,netral
gojek oke punyalach pokok mah,netral
tadi oke lahh tiap pesan gofood slalu cepat walaupun pake ongkir mode hemat ehh skrg lama banget nunggu order bisa hampir jam keburu kelaperan dehh oke nunggu lama kalau harga sesuai dg harga asli geraiwarung nya sudah lebih mahal tambah biaya lain tambah ongkir yg murah jg kalau pake mode hemat,positif
klo tengah malam minta ampun ada driver ny padahal sya tinggal kota,netral
ramah,netral
aju paylater perna bisa pindah belah aja lebih jelas padahal pernah gagal bayar wkwkwk,netral
saldo kali hilang bagaimana cara minta bantu,positif
mantap,positif
aplikasia bagus moga banyak lagi diskon promoa terima kasih,positif
keren,netral
ok,netral
aju gopay pinjam lagi kata tunggu x jam tapi udah hari belum bisa tarik dana padahal cicil sudah lunas gimana tanggap,netral
alhamdulilah sering ketemu driver gojek ramah baik hati sabar,positif
terima kasih layan nya cepat,positif
bug teroooos,netral
over all ok,netral
b aja,netral
beri mudah dalam segala aspek esensial dalam jalan hari,netral
kenapa bisa masuk go tagih,netral
awal bintang namun stelah upgrade gopaylaternya turun hadeh,netral
lambat banget skrg org laper tambah esmosi,negatif
payah nggabisin kuota,netral
bisa laku bayar aplikasi my telkomsel,netral
ku kira sikap hangat perhati hanya tuju pada rupa aku salah kamu begitu semua orang,netral
tolong hilang food ongkir hemat masa iya mau order makan makan tiba dalam menit lantang makan sudah dingin dongmohon terima masuk,positif
driver utama goride kalau sepeda motor sudah tdk layak jgn paksa cukup helm nya saja yg buat tdk nyaman gatal kepala motor jgn ikut ikut nyaman suka driver yg introvert,positif
bintang ramah,netral
gimana sih pas mau gocar hemat gak ada mau nganterin,netral
sampai skrg pake gojek drivernya sprti seleksi baik sopanmakasihtingkatkangojek aplikasi juga gak ribetoke,positif
good,netral
fitur gofood yg bisa ambil order toko pesan yg sama mungkin mudah driver tapi jdi rugi konsumen krna estimasi kirim jdi seringkali ubah bahkan pesan yg tera sistem harus cuma km bisa makan waktu kirim sampai jam lebih,netral
makin susah saja pakai aplikasi inino sama gojek saja sering terbacaribet aplikasi,netral
buka aplikasi tetapi muter terus padahal jaring bagus,positif
tarik uang gopay sampai sekarang uang belum masuk rekening mohon bantu,positif
lumayan,netral
luar biasa,netral
mudah cepat sangat bantu,positif
sangat kecewa kenapa telah ada perintah upgrad kemudian limid turun jadi limid awal dulu padahal pernah telat selalu bayar gimana cara kembali seperti mula,negatif
sistem gojek parahpesan gofood lebih lamakarena driver dapat dobel order driver customer ken cepat malah lama harus nungguin pesan orang lain antar lebih dulu customer bayar mahal malah rugi nunggu lama,netral
terimakasih gojek kota mana pun ada selalu ada saat butuh,positif
moga depan makin mantap apalagi sekarang lengkap fitur gopay later,positif
sy suka aplikasi dapat lokasi walau sering kurang bagus tapi ttp masih bisa bantu arah lokasi,positif
best app,netral
mantap baik ramah,positif
cepat pelayanannyadisconnya bnyk,positif
sudah lama aku pembauaran belanja pakai gopaypokoknya siiplah,netral
mau bayar gopay later cicil dipersulitharus altifkan ulang akun gopay latersudah masuk telat denda bayarcall centre gojek findaya bisa dihubungimaunya gimana,netral
sering batalin pesan sekarang gojek sangat jelek udah nunggu lama dibatalin lagi kalau dibatalin minta batal,negatif
bagus,positif
sangat kecewa telah upgrade limit turut drat jd rb sangat aneh pdahal pernh telat sekalipun sangat kecewa,negatif
mantull,netral
suka,positif
payah paylaternya hapus,netral
bisa buat beli paket telkomsel,netral
sangat kecewa sekali apk gojek yg paylaternya padahal sangat bantu sekali walaupun jatuh tempo nya hanya bulan telah upgrade malah tuju gojek paylaternya harus guna baru tuh yg tuju jgn guna lama knp siik sistem nya lgsg ajah terupgrade tinggal terus data yg kurang ajah jgn kaya aju baru lagi mohon rating bintang turunin tolong telaah lagi atau ada solusi lain atas masalah inih,netral
good,netral
upgrade limit gopaylater langsung turun anjlok,netral
apk kontolllll,netral
driver ramah sabar,netral
oc,netral
sangat bantu saat perlu desak butuh antar jemput,positif
baru kali sen gofud nyasar jauh banget alamat lokasi sdh bener tapi g tau knapa titik anter jauh banget kasihan abang drivernya dn yg nunggu mkanan jg kasihan,netral
ok banyak lagi discon nyaa,netral
baru pertama kali mesen eh malah drivernya minta suruh cansel kalau driver mending ah bingung aku,netral
keren,netral
mantap,positif
mau isi gopay selalu bisa sms otp kirim,netral
cepat tepat,positif
app pelit diskon mentang udah naek daun,netral
halo gojek aplikasi nya kenapa banyak bug apa lagi kalau bayar lalu gopay beuh bug nya sampe freeze aplikasi loh baik yah,positif
gak usa ragu lagi,netral
aneh banget migrasi gopaylaternya malah gabisa pakai padahal belum limit lumayan jt lancar terus bayar gapernah telat hadehh kecewa banget telah pindah mab gajelas,netral
knp tiap kali aku pesan gocar driver drive nya ngeluh,netral
sudah ngga ada driver jemput pas cancel malah tarif nya naik sungguh terlalu,netral
sudah oke hanya saja saranalgoritma cari driver agar interface antar user customer driver lebih dahulu telah nya hubung pihak merchant sehingga ada alas apa entah ongkir murah atau nge blast atau alas jauh atau dapat driver sekitar resto kalau algoritma apik pasti dalam kondisi hujan atau tetap jelas siklus putar nya tanpa rugi siapa buat posisi goto tetap survive bagai pelopor negeri sendiri,netral
ok,netral
terimakasih telah bantu,positif
semua driver nya ramah ramah tapi ada juga ngeselin sih,netral
jangan sampai pakai gopaylater lupa bayar tagih denda gopaylater terlalu masuk akal aplikasi lain pake persentase,netral
nice,netral
oke biss,netral
ok,netral
mantap,positif
top banget,positif
mantap min,positif
gojek terus,netral
belanja makin mudah,netral
gopaypinjam sy muncul semenjak aplikasi gopay ganti yg baru,netral
mantep si aplikasi banyak promo tapi tau sih depan masih ada apa ngga wkwk,netral
gofood sahabat lagi sekarang biaya layan nya naik banget,netral
good,netral
makin hari makin parah masa resto nya dekat sama rumah dapat driver nya jauh km apakah gojek kasihan sama driver nya,negatif
terimakasih kepada gojek dgn segala fasilitas yg mudah sangat bantu dalam finansial klo bisa tolong bayar bisa angsur gopaylater nya bisa luas bayar nya bisa guna bayar scan jg,positif
sudah update tapi dapat laku bayar aplikasi my telkomsel alas harus update lagi,netral
findaya selaku go pay later walau limit rb mereka percaya jg pernah telat semenjak mab seperti jebak upgrade padahal non aktif pay later nya,netral
aplikasi sangat bagus,positif
mantap,positif
driver ok,netral
puas,positif
semenjak ganti vendor paylater hapus aplikasi gojek gopaylater tolak nunggu tahun depan padahal belum tahun pakai gojek pakai paylater,netral
poko muas pake gojek belum pernah kecewa moga makin maju jaya amin,negatif
sangat bantu jika nguber waktu thanks,positif
ilangin mode hemat order makan nan lama banget sampe nya lelet banget makan nan enak buat yg lain jangan mau pake mode hemat order nya nyampe lama sudah enak bikin susah org ilangin mode hemat,negatif
gojek sudah oke moga ada naik limit paylater sy terimakasih,positif
gopaylater blokir tanpa ada pemberitahuan tambah lagi gopay juga ikutt deg deg an juga padahal make gojek udah lama tolong tanggung jawab,negatif
sangat bantu saat urgent,positif
cepat tanggap dlm masalah komplain refund terima kasih gojek,positif
sangat batu butuh hari hari mulai gofood goride gocar gosend butuh market moga driver nya sehat rezeki nya berkah,netral
jarak m ongkirnya,netral
hebat,netral
the best,netral
halo bisa bantu mau bayar tagih gopaypinjam namun gopaypinjam aplikasi gojek bisa dikliksaya sudah emailsudah telfon cs tapi gak ada solusi mohon bantu,positif
drivernya top banget,positif
sering ada diskon,netral
gojek makin gila makin lupa diri,netral
kecewa bayar pernah telat gopaycicil gopaylater malah matiin kl cara ny bgini ud males make nya lake gojek,negatif
apa dah sok keren banget paylater belum bisa sekarang gak bisa,netral
parah banget ordee gocar hari daru mega mall ciputat blok m plaza dapat mobil calya putih sy lihat maps sudah sampai lokasi krena udah chat tiba ganti driver lain menit kenapa pihal gocae enak main ganti driver lihat konsumen hilang waktu kalau gak mau ambil order jgn ambil,negatif
mudah baharu jauh lebih baik,positif
bagak ma nian alai unang marsikkor supir ate,netral
sy kasih bintang karna sy juga ojol gojek d sy punya apikasi gojek buat bawa sewa diojol d klu buat order sy tdk pernah paling buat isi token sama jual pulaa aja,netral
bagus,positif
harihari ku sangat bantu ada aplikasi baik tuk jalan atau pesan makan,positif
good,netral
ok,netral
biasa pesan gofood pakai mode hemat cepet loosekarang mah pakai mode mode hemat lama bangetbutuh waktu hampir jam buat nyampai makan,netral
layan mantap,positif
kenapa limit gopaylater bisa turun padahal gak pernah telat bayar tagih,netral
sangat bagus,positif
lumayan ada promo,netral
bantu sekali pake gojek,positif
limit paylatern rang,netral
murah drivernya god semua,netral
mantap lancar nyaman,positif
mantap,positif
cepat,positif
great application,netral
seru tarik suka senag guna gojek banyak untung vouchernya jga banyak tapi boong,positif
yah ngga bisa ngecek harga kalo ngga lokasi dekat gin,netral
gsk gojek gak gopay sama telek gak bisa dipake bayar tagih diancok diancok,netral
sbg guna setia tahun gojekgopaylater ngerasa kecewa banget paylater pernah telat eh hari upgrade malah bisa dipake gw nahan ttp pake gojek wlwpn pelit voucher diskon sama biaya nya makin mahal ganti belah deh bye gojek,negatif
great,netral
harus semua rincian sudah hitung kenapa banyak driver gojek gocar minta uang lebih ketika bayar cash gopay tolong beri tegas min,netral
nice app,netral
selalu muncul notif hubung internet padahal hubung lancar masih juga ganggu,netral
gojek sangat guna sekali buat terimakasih,positif
cool,netral
puas,positif
oke mantap,positif
telah migrasi gopaylaternya bisa pakai selalu ada notif oops sedang ada ganggu,negatif
gaje apk nya padahal jaring lancar tapi sering muncul internet mati,positif
ok,netral
everything is ok,netral
gopay later kenapa sih udah bayar akhir bulan pas bulan baru tggl pinjem lagi ehh malah lgsung minta bayar tagih eror atau gmn sih,netral
baguuss,netral
mantap,positif
simpel mudah,netral
selalu ikan yg baik,positif
gojek udah gak aman duit bawa kabur jt,netral
mantul dah,netral
aplikasi lucu gojek iniapa mau bangkrut yaini alam sayasy sdh kasih paylater jt lama tahun tdk ada masalah soal bayar la koq skrg turun cm rbtlg pihak admin bisa jelas inijgn sampek jawab maaf bijak management,netral
sy suka langgan gojek,positif
pas mau bayar mau cepat selalu muncul notif yah internetnya mati padahal sinyal internet ada ubah wifi juga sama mantap moga komplain transaksi curiga cepat direspon oleh tim gojek,positif
banyakin promo dunk,netral
sukses buat gojek,netral
gila customer bayar full terima semua driver tengah nya bensin mana dapat beli ribu jangan korupsi sama karya anak bangsa sendiri,positif
sangat bantu kala mau pergi ada yg nganter,positif
ok,netral
oke,netral
mantap,positif
sopan,netral
tarif terlalu mahal,netral
cukup bagus gojek pesan motor sangat cepat,positif
tepat waktu ramah drivernyabawa motor gak ugalugalan,netral
sangat bantu perlu hari hari,positif
sangat bantu saat pergi gocar gojek mantap,positif
banyak diskon ak suka,positif
ok,netral
pokok nya gojeg online kerenbaikkasih promo yg lebih hemat ramah kantong dong cara seluruh baik semua good luck buat gojeg online,positif
bagus,positif
selalu pilih,netral
telah update paylater bayar lunas malah tolakpayah yg selalu tepat waktu bayar tolak apa lagi yg sering telat,netral
gopay leter busuk sudah bayar masih blokir,negatif
aneh habis update malah gabisa login,netral
sya guna gojeksdh lama tpi smakin hari makin snagak jelas lagikmren kmren limit sdh ada skrng malah ada sorry sya kasih bntang,netral
mau chat pihak customer service atau no tlvn call center nya enggak ada semua sistem robot kami bukan robot keluh kami beda beda,netral
pkok x jamin dgn adax gojek smoga gojek sllu jaya,netral
ngeri tukang parkir kalo ketemu gojek,netral
mantul,netral
sangat bantu,positif
bangkrut tah gojekindonesia gada order nih kota serang memble,netral
mantul,netral
sangat bantu,positif
gojek tolong voucher banyakin buat anak sekolah plissnplis gue nangsi bnaegt sama ongkirnya,netral
udah langgan tpi uang malah hilang payah,netral
mantap,positif
nice,netral
sudah pake antar normal masih aja dapat driver nya lama nunggu hampir jam padahal jarak smpe km biaya aplikasi aja tambah mahal layan tambah molor beda sma aplikasi yg belah smpe menit pesan sudah sampe,netral
saran buat gojek depan tolong adain fitur batal pesan lebih mudah asa dulu ada fitur tapi sekarang ngga ada juga tolong pihak resto nya kasih no telepon waktu mau batalin pesan bisa langsung hubung pihak resto nya,netral
kenapa sy bisa login akun sy yaa,netral
good app,netral
gojek sekarang it yah jelas yah sen order mau goridegofood driver yah dapet yah jauh terus alhasil cancel terus sama driver yah tolong baik,positif
keluh saran mimin dv gak bisa pake fiktur minta teman atau keluargga padahal dh update gopay plus dn apknya sudah versi terbarudan rasa kl gopay bisa log akun gojek lama yg nonya mati mau log via email bisa dn ngerti cara min tolong agar bisa log email agar bisa ubh no gojek yg dh mati ataupum yg lama baru lagi min gocar kota sampit ada yakl ada kota sampit keren dh harap agar cepat ada tempat,positif
